68,1/1/2012,1,150,11.2,28,11.5,19.1,1,1.1,0,77,14,2.47,43,6.2,97.5
68,1/2/2012,2,149,11.3,28.5,10.4,19.1,0.9,0.9,0,75,14,2.37,42,6,74.6
68,1/3/2012,3,137,11.6,28.4,12.6,19.6,1.1,0.9,0,73,18,2.17,47,8,77.5
68,1/4/2012,4,151,11.7,30.6,10.8,19.6,1.1,0.8,0,77,17,2.27,46,7.7,65.2
68,1/5/2012,5,144,11.8,28.3,8.8,19,1,0.9,0,76,19,2.19,46,7.2,79.4
68,1/6/2012,6,150,11.7,28.2,8.9,18.5,1.1,0.8,0,84,23,2.24,51,8.2,69.3
68,1/7/2012,7,148,11.6,26.3,7.9,17.9,1.1,0.9,0,81,31,2.26,54,8.5,79.9
68,1/8/2012,8,157,11.5,22.8,10.2,17.2,0.6,2.6,0,57,16,3.3,33,0.8,223
68,1/9/2012,9,156,11.3,24.1,5.9,15.4,0.6,1.1,0,63,19,2.34,36,0.6,94.8
68,1/10/2012,10,156,11.2,24.7,7.3,15.7,0.9,0.8,0,73,23,2.14,49,5,69.3
68,1/11/2012,11,126,11.4,26.8,8.4,18.5,1.2,0.7,0,77,28,2,54,9.1,63.8
68,1/12/2012,12,72,12,23.6,6.8,17.5,1,0.8,0,85,25,1.08,51,7.1,67.7
68,1/13/2012,13,164,11.2,22.8,4,13.2,0.5,1.1,0,65,10,2.22,35,-1.9,91.8
68,1/14/2012,14,93,10.8,22.9,4.5,14.1,0.7,0.8,0,61,17,1.58,45,2.3,67.3
68,1/15/2012,15,82,11.1,23.9,7.2,17.8,1.1,1.7,0,77,38,1.79,56,8.9,143.7
68,1/16/2012,16,163,12,26.1,14.6,21.8,1.5,5.3,0,71,44,4.1,59,13.3,458.5
68,1/17/2012,17,167,11.7,23.9,7.8,16.2,1.1,1.1,0,92,37,2.25,62,8.9,92.2
68,1/18/2012,18,165,11.5,24.6,5.8,16.1,1.1,1,0,85,33,2.3,59,8,85.2
68,1/19/2012,19,166,11.4,25.2,6.1,16.1,1,0.9,0,85,26,2.39,56,7.2,78.8
68,1/20/2012,20,155,11.4,27,5.8,17.4,1.2,1.1,0,90,29,2.43,61,9.8,94.4
68,1/21/2012,21,145,12,28.8,14.6,21.8,1.5,4.1,0,83,28,3.81,57,12.9,356.5
68,1/22/2012,22,127,12,24.4,7.8,17,1.1,1.2,0,86,29,2.07,56,8.2,99.7
68,1/23/2012,23,127,12.1,26.7,8.7,19.3,1.4,3.5,0.44,89,23,3.15,62,11.8,300.5
68,1/24/2012,24,162,12.6,26.6,13.3,20.3,1.3,2.3,0,94,27,3.52,55,10.9,199
68,1/25/2012,25,170,12.9,28.2,9.7,19.3,0.9,1.2,0,71,21,2.8,41,5.7,106.1
68,1/26/2012,26,175,13.4,30.4,12.4,20.8,1.4,1,0,75,30,2.74,55,11.5,85.9
68,1/27/2012,27,153,13.6,29.8,11.8,20.4,1.2,2,0,83,24,3.36,50,9.7,174.2
68,1/28/2012,28,186,13.1,24,8.4,17.1,0.6,2.4,0,55,11,3.51,30,-0.8,203.9
68,1/29/2012,29,184,12.6,25.3,6.2,15.8,0.4,1.3,0,46,8,2.88,22,-5.7,115.7
68,1/30/2012,30,183,12.7,25.8,5.2,16.4,0.7,1,0,64,19,2.77,40,2.8,89.7
68,1/31/2012,31,181,13,26.3,6.2,16.8,0.7,1.1,0,70,13,2.79,38,2.3,96
68,2/1/2012,32,169,13.1,26.9,7.7,18.5,0.8,1.7,0,67,24,3.13,39,4.3,150
68,2/2/2012,33,187,13.3,24.8,10.5,17.5,0.7,2,0,61,15,3.43,36,2.2,170.4
68,2/3/2012,34,192,12.8,22,5.2,14.4,0.6,1.3,0,60,17,2.83,35,-0.7,116.1
68,2/4/2012,35,185,12.7,25.4,7.1,15.7,0.7,1.2,0,61,24,2.85,41,2.3,100.5
68,2/5/2012,36,192,13,24.5,8.3,17,0.8,1.5,0,64,21,3.06,41,3.7,131.9
68,2/6/2012,37,159,13.2,25,8.7,17.5,0.8,1,0,67,21,2.76,39,3.5,84.9
68,2/7/2012,38,83,13,22.6,8.8,17.5,0.9,1,0,64,24,1.75,45,5.4,87.6
68,2/8/2012,39,149,13.6,26.2,15.6,20.9,1.1,1.1,0,67,27,2.71,46,8.8,93.4
68,2/9/2012,40,194,14.2,30.7,12.4,21.6,1,1.7,0,61,20,3.68,38,6.6,145.1
68,2/10/2012,41,192,14.8,31.5,14,22.6,1.2,1.3,0,63,30,3.56,45,10.1,116.2
68,2/11/2012,42,198,14.8,27.3,16.2,21.7,1.3,5.6,0,64,35,5.59,48,10.3,481.2
68,2/12/2012,43,201,14.3,25.4,15.7,20.8,1.3,4.5,0,70,39,4.67,54,11,386.6
68,2/13/2012,44,165,14,26,14,20.5,1.4,4.9,0,82,43,4.33,59,12.2,422.1
68,2/14/2012,45,206,13.7,24.3,14,19.7,1.2,5,0,69,38,5.01,53,9.9,435.2
68,2/15/2012,46,195,13.4,25.1,9.5,18.8,1.5,2.9,1.33,98,40,3.8,67,12.5,251.9
68,2/16/2012,47,150,13.3,27.7,12.9,20.3,1.8,3.4,3.09,100,46,3.19,       --,       --,290.4
